geografia_sk,address_id,line1,line2,city,postal_code,country_code,nombre_provincia
1975,2971,Calle 8575,Piso 6 Dto B,La Plata,1518,AR,Buenos Aires
1976,2972,Calle 4113,,Rosario,1737,AR,Santa Fe
1977,2973,Calle 7756,,Rosario,9382,AR,Santa Fe
1978,2974,Calle 8101,,CABA,3825,AR,Buenos Aires
1979,2975,Calle 2764,,Córdoba,8295,AR,Córdoba
1980,2976,Calle 1275,,La Plata,5401,AR,Buenos Aires
1981,2977,Calle 3218,Piso 9 Dto B,La Plata,8350,AR,Buenos Aires
1982,2978,Calle 8783,,La Plata,7201,AR,Buenos Aires
1983,2979,Calle 680,Piso 5 Dto C,Mar del Plata,3833,AR,Buenos Aires
1984,2980,Calle 4362,,Mar del Plata,1052,AR,Buenos Aires
1985,2981,Calle 5128,Piso 8 Dto C,La Plata,3857,AR,Buenos Aires
1986,2982,Calle 3842,,La Plata,1532,AR,Buenos Aires
1987,2983,Calle 4291,,CABA,5992,AR,Buenos Aires
1988,2984,Calle 6727,Piso 12 Dto A,Rafaela,4639,AR,Santa Fe
1989,2985,Calle 4292,Piso 5 Dto A,Mar del Plata,1839,AR,Buenos Aires
1990,2986,Calle 8884,Piso 8 Dto C,Córdoba,7809,AR,Córdoba
1991,2987,Calle 2153,,Santa Fe,7621,AR,Santa Fe
1992,2988,Calle 6026,,Mendoza,9510,AR,Mendoza
1993,2989,Calle 9977,,Rafaela,3443,AR,Santa Fe
1994,2990,Calle 2736,,Mar del Plata,9470,AR,Buenos Aires
1995,2991,Calle 7446,Piso 11 Dto C,Mar del Plata,1334,AR,Buenos Aires
1996,2992,Calle 6749,Piso 7 Dto A,Godoy Cruz,1598,AR,Mendoza
1997,2993,Calle 4375,,Villa Carlos Paz,4461,AR,Córdoba
1998,2994,Calle 7210,,Mar del Plata,7628,AR,Buenos Aires
1999,2995,Calle 8979,,Córdoba,7891,AR,Córdoba
2000,2996,Calle 9415,,Santa Fe,1264,AR,Santa Fe
2001,2997,Calle 8308,,Mar del Plata,9231,AR,Buenos Aires
2002,2998,Calle 6345,Piso 8 Dto A,Córdoba,4348,AR,Córdoba
2003,2999,Calle 8439,Piso 12 Dto C,Córdoba,7550,AR,Córdoba
2004,3000,Calle 5287,Piso 1 Dto C,Villa Carlos Paz,3261,AR,Córdoba
2005,3001,Calle 7462,Piso 1 Dto B,Rafaela,2273,AR,Santa Fe
2006,3002,Calle 7255,Piso 1 Dto B,Rafaela,4374,AR,Santa Fe
2007,3003,Calle 6590,,Rosario,8775,AR,Santa Fe
2008,3004,Calle 9525,,San Rafael,9790,AR,Mendoza
2009,3005,Calle 2522,Piso 7 Dto C,Mar del Plata,4343,AR,Buenos Aires
2010,3006,Calle 100,Piso 9 Dto B,La Plata,5299,AR,Buenos Aires
2011,3007,Calle 2585,,La Plata,2427,AR,Buenos Aires
2012,3008,Calle 9856,,Godoy Cruz,5624,AR,Mendoza
2013,3009,Calle 6858,Piso 8 Dto A,Rafaela,3943,AR,Santa Fe
2014,3010,Calle 7196,Piso 4 Dto A,Río Cuarto,5234,AR,Córdoba
2015,3011,Calle 3802,Piso 9 Dto C,La Plata,5019,AR,Buenos Aires
2016,3012,Calle 1235,,Río Cuarto,7787,AR,Córdoba
2017,3013,Calle 6331,Piso 11 Dto B,CABA,4633,AR,Buenos Aires
2018,3014,Calle 8646,,Mar del Plata,7219,AR,Buenos Aires
2019,3015,Calle 2326,,Rafaela,6383,AR,Santa Fe
2020,3016,Calle 760,,La Plata,3557,AR,Buenos Aires
2021,3017,Calle 7312,,Córdoba,9407,AR,Córdoba
2022,3018,Calle 1075,Piso 8 Dto A,Mar del Plata,3461,AR,Buenos Aires
2023,3019,Calle 9016,Piso 3 Dto C,La Plata,5901,AR,Buenos Aires
2024,3020,Calle 316,Piso 8 Dto A,CABA,4012,AR,Buenos Aires
2025,3021,Calle 1234,,Córdoba,7930,AR,Córdoba
2026,3022,Calle 1806,Piso 3 Dto B,Villa Carlos Paz,7421,AR,Córdoba
2027,3023,Calle 8690,,CABA,2966,AR,Buenos Aires
2028,3024,Calle 6903,Piso 4 Dto C,CABA,5597,AR,Buenos Aires
2029,3025,Calle 6251,,Mar del Plata,5146,AR,Buenos Aires
2030,3026,Calle 7939,,San Rafael,1179,AR,Mendoza
2031,3027,Calle 2337,Piso 5 Dto A,Rafaela,4521,AR,Santa Fe
2032,3028,Calle 1475,Piso 3 Dto A,Río Cuarto,6967,AR,Córdoba
2033,3029,Calle 4363,Piso 10 Dto B,Mar del Plata,1963,AR,Buenos Aires
2034,3030,Calle 7355,Piso 1 Dto A,Río Cuarto,4969,AR,Córdoba
2035,3031,Calle 5052,Piso 1 Dto B,Mar del Plata,4642,AR,Buenos Aires
2036,3032,Calle 8730,Piso 8 Dto B,CABA,1266,AR,Buenos Aires
2037,3033,Calle 4457,,Rafaela,2947,AR,Santa Fe
2038,3034,Calle 7402,Piso 8 Dto A,Rafaela,5529,AR,Santa Fe
2039,3035,Calle 2084,,CABA,7244,AR,Buenos Aires
2040,3036,Calle 8667,,Rafaela,3119,AR,Santa Fe
2041,3037,Calle 7940,,Río Cuarto,1827,AR,Córdoba
2042,3038,Calle 6340,Piso 3 Dto A,Mar del Plata,3110,AR,Buenos Aires
2043,3039,Calle 1191,Piso 8 Dto C,La Plata,3898,AR,Buenos Aires
2044,3040,Calle 9999,,Santa Fe,9981,AR,Santa Fe
2045,3041,Calle 7823,Piso 7 Dto C,Mar del Plata,9117,AR,Buenos Aires
2046,3042,Calle 7108,,Villa Carlos Paz,5047,AR,Córdoba
2047,3043,Calle 8574,,CABA,2567,AR,Buenos Aires
2048,3044,Calle 3107,,Mar del Plata,3065,AR,Buenos Aires
2049,3045,Calle 1090,,CABA,8641,AR,Buenos Aires
2050,3046,Calle 1104,,Mar del Plata,1553,AR,Buenos Aires
2051,3047,Calle 1159,,Río Cuarto,1273,AR,Córdoba
2052,3048,Calle 8122,Piso 6 Dto A,Mar del Plata,3169,AR,Buenos Aires
2053,3049,Calle 7124,Piso 11 Dto B,Río Cuarto,5868,AR,Córdoba
2054,3050,Calle 2219,Piso 5 Dto A,Río Cuarto,3479,AR,Córdoba
2055,3051,Calle 5519,Piso 4 Dto A,CABA,7989,AR,Buenos Aires
2056,3052,Calle 4277,Piso 9 Dto C,Córdoba,3049,AR,Córdoba
2057,3053,Calle 6063,,Mendoza,1070,AR,Mendoza
2058,3054,Calle 4031,Piso 11 Dto A,La Plata,7692,AR,Buenos Aires
2059,3055,Calle 7056,Piso 10 Dto B,Mar del Plata,3505,AR,Buenos Aires
2060,3056,Calle 5073,Piso 4 Dto B,Rosario,5220,AR,Santa Fe
2061,3057,Calle 3696,,Villa Carlos Paz,8899,AR,Córdoba
2062,3058,Calle 209,Piso 1 Dto B,Rosario,9124,AR,Santa Fe
2063,3059,Calle 8132,,Córdoba,7865,AR,Córdoba
2064,3060,Calle 2939,Piso 1 Dto A,Rafaela,2162,AR,Santa Fe
2065,3061,Calle 3441,,CABA,5886,AR,Buenos Aires
2066,3062,Calle 4507,,Santa Fe,5438,AR,Santa Fe
2067,3063,Calle 8758,,La Plata,6164,AR,Buenos Aires
2068,3064,Calle 7708,,Mendoza,2168,AR,Mendoza
2069,3065,Calle 9132,Piso 6 Dto A,Río Cuarto,4914,AR,Córdoba
2070,3066,Calle 5688,Piso 2 Dto B,Rafaela,7283,AR,Santa Fe
2071,3067,Calle 9913,Piso 2 Dto C,Mendoza,9337,AR,Mendoza
2072,3068,Calle 1296,,Mar del Plata,6258,AR,Buenos Aires
2073,3069,Calle 6430,,Mar del Plata,2916,AR,Buenos Aires
2074,3070,Calle 7747,Piso 1 Dto A,La Plata,1185,AR,Buenos Aires
2075,3071,Calle 5104,,Rosario,9840,AR,Santa Fe
2076,3072,Calle 9900,,Mendoza,3919,AR,Mendoza
2077,3073,Calle 3425,Piso 10 Dto B,Rosario,3626,AR,Santa Fe
2078,3074,Calle 8913,Piso 9 Dto B,La Plata,1344,AR,Buenos Aires
2079,3075,Calle 2484,,CABA,6536,AR,Buenos Aires
2080,3076,Calle 4629,,Godoy Cruz,4337,AR,Mendoza
2081,3077,Calle 2166,,La Plata,8674,AR,Buenos Aires
2082,3078,Calle 8244,Piso 9 Dto A,CABA,8985,AR,Buenos Aires
2083,3079,Calle 9149,,Mar del Plata,1672,AR,Buenos Aires
2084,3080,Calle 1519,Piso 9 Dto C,Río Cuarto,4643,AR,Córdoba
2085,3081,Calle 2380,,Mar del Plata,2576,AR,Buenos Aires
2086,3082,Calle 5547,Piso 9 Dto A,Mar del Plata,3670,AR,Buenos Aires
2087,3083,Calle 1955,Piso 2 Dto C,Mar del Plata,1529,AR,Buenos Aires
2088,3084,Calle 2604,Piso 3 Dto A,San Rafael,4700,AR,Mendoza
2089,3085,Calle 7822,Piso 5 Dto B,Villa Carlos Paz,5854,AR,Córdoba
2090,3086,Calle 8714,,Córdoba,4222,AR,Córdoba
2091,3087,Calle 4740,,CABA,6553,AR,Buenos Aires
2092,3088,Calle 7962,,Villa Carlos Paz,7675,AR,Córdoba
2093,3089,Calle 9441,Piso 7 Dto A,Mar del Plata,4802,AR,Buenos Aires
2094,3090,Calle 1208,Piso 12 Dto C,La Plata,1269,AR,Buenos Aires
2095,3091,Calle 7347,Piso 1 Dto A,Mar del Plata,9469,AR,Buenos Aires
2096,3092,Calle 6445,Piso 4 Dto A,CABA,7484,AR,Buenos Aires
2097,3093,Calle 6078,,CABA,8027,AR,Buenos Aires
2098,3094,Calle 8930,,Rafaela,4544,AR,Santa Fe
2099,3095,Calle 962,,Córdoba,3345,AR,Córdoba
2100,3096,Calle 4298,,Mar del Plata,8537,AR,Buenos Aires
2101,3097,Calle 9789,,Río Cuarto,4058,AR,Córdoba
2102,3098,Calle 8740,,Mar del Plata,8593,AR,Buenos Aires
2103,3099,Calle 4838,Piso 11 Dto B,Godoy Cruz,5478,AR,Mendoza
2104,3100,Calle 9124,Piso 10 Dto B,La Plata,6396,AR,Buenos Aires
2105,3101,Calle 9134,,CABA,9978,AR,Buenos Aires
2106,3102,Calle 8674,Piso 4 Dto B,La Plata,6409,AR,Buenos Aires
2107,3103,Calle 2751,Piso 10 Dto C,Mendoza,3447,AR,Mendoza
2108,3104,Calle 858,Piso 6 Dto C,La Plata,7224,AR,Buenos Aires
2109,3105,Calle 1681,Piso 7 Dto A,La Plata,9876,AR,Buenos Aires
2110,3106,Calle 4856,,CABA,7907,AR,Buenos Aires
2111,3107,Calle 5789,Piso 2 Dto B,CABA,1445,AR,Buenos Aires
2112,3108,Calle 72,,CABA,2477,AR,Buenos Aires
2113,3109,Calle 5178,Piso 7 Dto A,CABA,9627,AR,Buenos Aires
2114,3110,Calle 2113,Piso 3 Dto B,Villa Carlos Paz,2229,AR,Córdoba
2115,3111,Calle 5040,Piso 8 Dto C,La Plata,1927,AR,Buenos Aires
2116,3112,Calle 5987,Piso 4 Dto A,San Rafael,8660,AR,Mendoza
2117,3113,Calle 2018,,La Plata,9596,AR,Buenos Aires
2118,3114,Calle 4921,,Mar del Plata,8039,AR,Buenos Aires
2119,3115,Calle 9073,Piso 4 Dto A,CABA,9108,AR,Buenos Aires
2120,3116,Calle 7537,,Río Cuarto,7131,AR,Córdoba
2121,3117,Calle 3980,Piso 12 Dto C,CABA,8766,AR,Buenos Aires
2122,3118,Calle 98,,CABA,3686,AR,Buenos Aires
2123,3119,Calle 8010,,Villa Carlos Paz,3353,AR,Córdoba
2124,3120,Calle 2184,Piso 4 Dto C,Mar del Plata,5736,AR,Buenos Aires
2125,3121,Calle 2186,,Mar del Plata,7468,AR,Buenos Aires
2126,3122,Calle 3062,Piso 5 Dto A,Mar del Plata,8756,AR,Buenos Aires
2127,3123,Calle 2613,Piso 4 Dto C,Río Cuarto,3305,AR,Córdoba
2128,3124,Calle 2988,,Mar del Plata,5118,AR,Buenos Aires
2129,3125,Calle 3095,Piso 4 Dto A,Mar del Plata,5806,AR,Buenos Aires
2130,3126,Calle 8105,,La Plata,1148,AR,Buenos Aires
2131,3127,Calle 1378,Piso 6 Dto B,La Plata,3078,AR,Buenos Aires
2132,3128,Calle 5302,,La Plata,4305,AR,Buenos Aires
2133,3129,Calle 483,Piso 1 Dto C,Mendoza,5658,AR,Mendoza
2134,3130,Calle 3020,,CABA,3101,AR,Buenos Aires
2135,3131,Calle 3578,Piso 4 Dto A,La Plata,9294,AR,Buenos Aires
2136,3132,Calle 4895,,Godoy Cruz,8257,AR,Mendoza
2137,3133,Calle 858,,La Plata,6489,AR,Buenos Aires
2138,3134,Calle 4985,Piso 3 Dto C,Mar del Plata,2389,AR,Buenos Aires
2139,3135,Calle 4875,,Río Cuarto,9127,AR,Córdoba
2140,3136,Calle 7117,,Mar del Plata,8012,AR,Buenos Aires
2141,3137,Calle 9326,,La Plata,1225,AR,Buenos Aires
2142,3138,Calle 3128,Piso 9 Dto C,La Plata,7611,AR,Buenos Aires
2143,3139,Calle 1163,Piso 5 Dto C,San Rafael,5378,AR,Mendoza
2144,3140,Calle 9605,,Río Cuarto,8936,AR,Córdoba
2145,3141,Calle 1268,Piso 5 Dto C,Río Cuarto,1563,AR,Córdoba
2146,3142,Calle 4622,,Rosario,3341,AR,Santa Fe
2147,3143,Calle 4860,,Santa Fe,4644,AR,Santa Fe
2148,3144,Calle 2143,,Rosario,2709,AR,Santa Fe
2149,3145,Calle 5562,,Río Cuarto,1066,AR,Córdoba
2150,3146,Calle 7159,,La Plata,3252,AR,Buenos Aires
2151,3147,Calle 4984,,Rafaela,3647,AR,Santa Fe
2152,3148,Calle 8258,,La Plata,9411,AR,Buenos Aires
2153,3149,Calle 3360,Piso 8 Dto C,CABA,1947,AR,Buenos Aires
2154,3150,Calle 1105,,Villa Carlos Paz,7298,AR,Córdoba
2155,3151,Calle 4185,Piso 10 Dto C,Mendoza,7566,AR,Mendoza
2156,3152,Calle 9822,Piso 9 Dto B,Mar del Plata,1401,AR,Buenos Aires
2157,3153,Calle 7272,Piso 10 Dto B,Mar del Plata,4158,AR,Buenos Aires
2158,3154,Calle 7288,Piso 3 Dto A,CABA,2955,AR,Buenos Aires
2159,3155,Calle 9404,,Rosario,7294,AR,Santa Fe
2160,3156,Calle 6860,Piso 6 Dto B,CABA,8366,AR,Buenos Aires
2161,3157,Calle 5416,Piso 8 Dto C,La Plata,6283,AR,Buenos Aires
2162,3158,Calle 8087,,Santa Fe,5174,AR,Santa Fe
2163,3159,Calle 113,Piso 1 Dto B,CABA,6530,AR,Buenos Aires
2164,3160,Calle 8700,,Santa Fe,6855,AR,Santa Fe
2165,3161,Calle 4184,,La Plata,3869,AR,Buenos Aires
2166,3162,Calle 1126,Piso 9 Dto C,Santa Fe,5851,AR,Santa Fe
2167,3163,Calle 3303,Piso 9 Dto B,CABA,1278,AR,Buenos Aires
2168,3164,Calle 7700,,Santa Fe,8415,AR,Santa Fe
2169,3165,Calle 3179,Piso 1 Dto C,Godoy Cruz,5387,AR,Mendoza
2170,3166,Calle 6738,,San Rafael,6452,AR,Mendoza
2171,3167,Calle 8761,Piso 4 Dto A,Mar del Plata,2133,AR,Buenos Aires
2172,3168,Calle 199,,Mar del Plata,8792,AR,Buenos Aires
2173,3169,Calle 7979,Piso 3 Dto B,Rafaela,3504,AR,Santa Fe
2174,3170,Calle 5941,Piso 7 Dto C,CABA,9628,AR,Buenos Aires
2175,3171,Calle 7603,Piso 4 Dto B,CABA,9063,AR,Buenos Aires
2176,3172,Calle 9389,,Mendoza,5115,AR,Mendoza
2177,3173,Calle 8987,Piso 1 Dto A,Rafaela,1017,AR,Santa Fe
2178,3174,Calle 4429,,Villa Carlos Paz,4821,AR,Córdoba
2179,3175,Calle 9839,Piso 3 Dto B,Mar del Plata,1287,AR,Buenos Aires
2180,3176,Calle 2517,,La Plata,8209,AR,Buenos Aires
2181,3177,Calle 7157,Piso 8 Dto B,Mar del Plata,2862,AR,Buenos Aires
2182,3178,Calle 4380,,La Plata,4300,AR,Buenos Aires
2183,3179,Calle 2116,Piso 10 Dto B,Mar del Plata,9426,AR,Buenos Aires
2184,3180,Calle 2608,,La Plata,3757,AR,Buenos Aires
2185,3181,Calle 5908,Piso 12 Dto C,Mar del Plata,5586,AR,Buenos Aires
2186,3182,Calle 4793,,La Plata,8265,AR,Buenos Aires
2187,3183,Calle 6601,,Villa Carlos Paz,2416,AR,Córdoba
2188,3184,Calle 1480,,Mar del Plata,5831,AR,Buenos Aires
2189,3185,Calle 5569,Piso 10 Dto B,Santa Fe,9990,AR,Santa Fe
2190,3186,Calle 3860,,Mendoza,4605,AR,Mendoza
2191,3187,Calle 8235,,Mar del Plata,3805,AR,Buenos Aires
2192,3188,Calle 928,Piso 1 Dto C,Mar del Plata,6183,AR,Buenos Aires
2193,3189,Calle 8883,Piso 11 Dto C,Rafaela,1911,AR,Santa Fe
2194,3190,Calle 7318,Piso 10 Dto B,La Plata,2156,AR,Buenos Aires
2195,3191,Calle 5143,,La Plata,9923,AR,Buenos Aires
2196,3192,Calle 7413,Piso 12 Dto A,Córdoba,9424,AR,Córdoba
2197,3193,Calle 5250,,CABA,5956,AR,Buenos Aires
2198,3194,Calle 6400,,Mar del Plata,9282,AR,Buenos Aires
2199,3195,Calle 6735,,Villa Carlos Paz,3548,AR,Córdoba
2200,3196,Calle 1299,Piso 3 Dto A,Villa Carlos Paz,2782,AR,Córdoba
2201,3197,Calle 9874,Piso 1 Dto C,Mar del Plata,2445,AR,Buenos Aires
2202,3198,Calle 1635,Piso 3 Dto C,Rafaela,2610,AR,Santa Fe
2203,3199,Calle 8003,Piso 1 Dto B,Rosario,1600,AR,Santa Fe
2204,3200,Calle 2162,,Mar del Plata,3358,AR,Buenos Aires
2205,3201,Calle 3669,Piso 5 Dto C,Córdoba,5977,AR,Córdoba
2206,3202,Calle 5181,Piso 1 Dto B,Mendoza,6372,AR,Mendoza
2207,3203,Calle 8497,,La Plata,6543,AR,Buenos Aires
2208,3204,Calle 7977,,Córdoba,3798,AR,Córdoba
2209,3205,Calle 5575,Piso 11 Dto A,La Plata,8208,AR,Buenos Aires
2210,3206,Calle 1534,,Mar del Plata,9463,AR,Buenos Aires
2211,3207,Calle 4316,Piso 1 Dto B,Villa Carlos Paz,9341,AR,Córdoba
2212,3208,Calle 5102,Piso 2 Dto B,CABA,1842,AR,Buenos Aires
2213,3209,Calle 5288,Piso 1 Dto A,Rosario,9777,AR,Santa Fe
2214,3210,Calle 6448,,Mar del Plata,1613,AR,Buenos Aires
2215,3211,Calle 7314,,Santa Fe,4803,AR,Santa Fe
2216,3212,Calle 4375,Piso 6 Dto B,Rafaela,5315,AR,Santa Fe
2217,3213,Calle 4808,Piso 1 Dto A,San Rafael,8000,AR,Mendoza
2218,3214,Calle 7078,Piso 4 Dto A,Rosario,8860,AR,Santa Fe
2219,3215,Calle 3413,Piso 2 Dto B,Rafaela,6997,AR,Santa Fe
2220,3216,Calle 9854,,Córdoba,8195,AR,Córdoba
2221,3217,Calle 9168,,La Plata,3239,AR,Buenos Aires
2222,3218,Calle 9163,Piso 6 Dto C,Santa Fe,3681,AR,Santa Fe
2223,3219,Calle 1483,Piso 7 Dto C,La Plata,2130,AR,Buenos Aires
2224,3220,Calle 4167,Piso 9 Dto A,Mar del Plata,7374,AR,Buenos Aires
2225,3221,Calle 4914,Piso 5 Dto B,Mendoza,5171,AR,Mendoza
2226,3222,Calle 5659,Piso 12 Dto C,CABA,9925,AR,Buenos Aires
2227,3223,Calle 7980,,Río Cuarto,7958,AR,Córdoba
2228,3224,Calle 216,,La Plata,9415,AR,Buenos Aires
2229,3225,Calle 1177,,Mar del Plata,4734,AR,Buenos Aires
2230,3226,Calle 7857,,Rafaela,5180,AR,Santa Fe
2231,3227,Calle 7369,,La Plata,3054,AR,Buenos Aires
2232,3228,Calle 3955,,Mar del Plata,7959,AR,Buenos Aires
2233,3229,Calle 485,Piso 10 Dto C,San Rafael,4066,AR,Mendoza
2234,3230,Calle 6810,Piso 7 Dto B,Córdoba,3017,AR,Córdoba
2235,3231,Calle 7136,,Godoy Cruz,6135,AR,Mendoza
2236,3232,Calle 2850,,Godoy Cruz,3189,AR,Mendoza
2237,3233,Calle 8917,,Mar del Plata,8171,AR,Buenos Aires
2238,3234,Calle 8000,,Villa Carlos Paz,2536,AR,Córdoba
2239,3235,Calle 1183,Piso 6 Dto A,Rafaela,5523,AR,Santa Fe
2240,3236,Calle 441,,La Plata,5019,AR,Buenos Aires
2241,3237,Calle 6480,Piso 6 Dto B,La Plata,3295,AR,Buenos Aires
2242,3238,Calle 9005,Piso 7 Dto A,Rosario,3101,AR,Santa Fe
2243,3239,Calle 9578,Piso 6 Dto C,Mar del Plata,6486,AR,Buenos Aires
2244,3240,Calle 2994,Piso 8 Dto C,Córdoba,7154,AR,Córdoba
2245,3241,Calle 9960,,Santa Fe,9971,AR,Santa Fe
2246,3242,Calle 5481,,CABA,5441,AR,Buenos Aires
2247,3243,Calle 9001,,Godoy Cruz,3958,AR,Mendoza
2248,3244,Calle 9383,Piso 1 Dto B,Mendoza,4951,AR,Mendoza
2249,3245,Calle 4522,,La Plata,7124,AR,Buenos Aires
2250,3246,Calle 2439,,CABA,5271,AR,Buenos Aires
2251,3247,Calle 9661,,La Plata,3195,AR,Buenos Aires
2252,3248,Calle 5280,Piso 5 Dto A,Mar del Plata,9119,AR,Buenos Aires
2253,3249,Calle 3184,Piso 1 Dto C,Mar del Plata,9225,AR,Buenos Aires
2254,3250,Calle 8781,,Mar del Plata,6112,AR,Buenos Aires
2255,3251,Calle 1509,,Villa Carlos Paz,8096,AR,Córdoba
2256,3252,Calle 1703,,CABA,9991,AR,Buenos Aires
2257,3253,Calle 6642,Piso 11 Dto C,Mar del Plata,7934,AR,Buenos Aires
2258,3254,Calle 867,,La Plata,3339,AR,Buenos Aires
2259,3255,Calle 3243,,Rafaela,7099,AR,Santa Fe
2260,3256,Calle 3215,,Mar del Plata,1864,AR,Buenos Aires
2261,3257,Calle 8229,Piso 7 Dto B,CABA,1309,AR,Buenos Aires
2262,3258,Calle 2756,,Mendoza,2570,AR,Mendoza
2263,3259,Calle 6615,,Rosario,2689,AR,Santa Fe
2264,3260,Calle 9648,,La Plata,2563,AR,Buenos Aires
2265,3261,Calle 3372,,CABA,3109,AR,Buenos Aires
2266,3262,Calle 613,,Santa Fe,3137,AR,Santa Fe
2267,3263,Calle 6103,,Córdoba,2566,AR,Córdoba
2268,3264,Calle 3404,Piso 5 Dto C,Rosario,4425,AR,Santa Fe
2269,3265,Calle 3733,Piso 11 Dto A,Córdoba,3974,AR,Córdoba
2270,3266,Calle 3518,Piso 3 Dto A,CABA,6497,AR,Buenos Aires
2271,3267,Calle 2069,,Villa Carlos Paz,9201,AR,Córdoba
2272,3268,Calle 9985,,La Plata,3838,AR,Buenos Aires
2273,3269,Calle 7036,,Villa Carlos Paz,1893,AR,Córdoba
2274,3270,Calle 7759,Piso 11 Dto A,La Plata,6906,AR,Buenos Aires
2275,3271,Calle 5837,Piso 7 Dto A,Córdoba,3909,AR,Córdoba
2276,3272,Calle 6078,,Godoy Cruz,5382,AR,Mendoza
2277,3273,Calle 2584,,Santa Fe,7824,AR,Santa Fe
2278,3274,Calle 7746,,La Plata,7624,AR,Buenos Aires
2279,3275,Calle 4437,Piso 7 Dto B,La Plata,4822,AR,Buenos Aires
2280,3276,Calle 6681,Piso 3 Dto C,Mar del Plata,5093,AR,Buenos Aires
2281,3277,Calle 6362,,Mar del Plata,5879,AR,Buenos Aires
2282,3278,Calle 2567,Piso 11 Dto B,CABA,4219,AR,Buenos Aires
2283,3279,Calle 4448,Piso 4 Dto C,Godoy Cruz,7730,AR,Mendoza
2284,3280,Calle 7032,,Mar del Plata,7765,AR,Buenos Aires
2285,3281,Calle 2411,Piso 5 Dto C,Mar del Plata,4872,AR,Buenos Aires
2286,3282,Calle 6804,,Rosario,9193,AR,Santa Fe
2287,3283,Calle 3224,,Mar del Plata,1478,AR,Buenos Aires
2288,3284,Calle 7766,,CABA,8725,AR,Buenos Aires
2289,3285,Calle 1564,Piso 5 Dto C,Rosario,8896,AR,Santa Fe
2290,3286,Calle 9109,Piso 3 Dto B,Mendoza,4407,AR,Mendoza
2291,3287,Calle 4678,Piso 7 Dto A,CABA,8242,AR,Buenos Aires
2292,3288,Calle 4555,,Mar del Plata,7366,AR,Buenos Aires
2293,3289,Calle 3361,,La Plata,8536,AR,Buenos Aires
2294,3290,Calle 9645,,Río Cuarto,4526,AR,Córdoba
2295,3291,Calle 8285,,Santa Fe,3974,AR,Santa Fe
2296,3292,Calle 4787,,Villa Carlos Paz,7717,AR,Córdoba
2297,3293,Calle 6746,,Mendoza,4579,AR,Mendoza
2298,3294,Calle 539,,CABA,3782,AR,Buenos Aires
2299,3295,Calle 452,,Rafaela,5458,AR,Santa Fe
2300,3296,Calle 3190,Piso 4 Dto A,Rosario,5454,AR,Santa Fe
2301,3297,Calle 6870,,Mar del Plata,5483,AR,Buenos Aires
2302,3298,Calle 747,Piso 10 Dto C,Santa Fe,2451,AR,Santa Fe
2303,3299,Calle 8088,,Godoy Cruz,2210,AR,Mendoza
2304,3300,Calle 1700,Piso 7 Dto A,Mendoza,2360,AR,Mendoza
2305,3301,Calle 2647,Piso 1 Dto A,La Plata,7832,AR,Buenos Aires
2306,3302,Calle 541,,Mar del Plata,5037,AR,Buenos Aires
2307,3303,Calle 4225,Piso 9 Dto C,CABA,5953,AR,Buenos Aires
2308,3304,Calle 982,,CABA,2223,AR,Buenos Aires
2309,3305,Calle 9265,Piso 11 Dto A,La Plata,2633,AR,Buenos Aires
2310,3306,Calle 963,Piso 2 Dto B,Godoy Cruz,2620,AR,Mendoza
2311,3307,Calle 3331,,Rosario,6069,AR,Santa Fe
2312,3308,Calle 7602,,Godoy Cruz,9532,AR,Mendoza
2313,3309,Calle 4741,,Rosario,9742,AR,Santa Fe
2314,3310,Calle 5196,,Santa Fe,4491,AR,Santa Fe
2315,3311,Calle 6038,Piso 8 Dto B,Mar del Plata,8023,AR,Buenos Aires
2316,3312,Calle 9079,Piso 2 Dto A,Córdoba,5942,AR,Córdoba
2317,3313,Calle 2001,,Villa Carlos Paz,5087,AR,Córdoba
2318,3314,Calle 785,,La Plata,2350,AR,Buenos Aires
2319,3315,Calle 6734,Piso 10 Dto C,CABA,4039,AR,Buenos Aires
2320,3316,Calle 4150,,Mar del Plata,6294,AR,Buenos Aires
2321,3317,Calle 5110,,Santa Fe,6952,AR,Santa Fe
2322,3318,Calle 7644,Piso 10 Dto C,CABA,9529,AR,Buenos Aires
2323,3319,Calle 6979,Piso 7 Dto C,Godoy Cruz,9301,AR,Mendoza
2324,3320,Calle 6050,Piso 2 Dto C,Mendoza,8089,AR,Mendoza
2325,3321,Calle 6585,Piso 4 Dto B,Mar del Plata,9271,AR,Buenos Aires
2326,3322,Calle 7345,,Rosario,8465,AR,Santa Fe
2327,3323,Calle 5925,,CABA,5243,AR,Buenos Aires
2328,3324,Calle 370,,Santa Fe,5817,AR,Santa Fe
2329,3325,Calle 84,Piso 7 Dto C,CABA,3949,AR,Buenos Aires
2330,3326,Calle 8388,,Mar del Plata,1056,AR,Buenos Aires
2331,3327,Calle 967,,Mar del Plata,8960,AR,Buenos Aires
2332,3328,Calle 7729,,CABA,9216,AR,Buenos Aires
2333,3329,Calle 2644,,Mar del Plata,3426,AR,Buenos Aires
2334,3330,Calle 4652,Piso 1 Dto C,CABA,8717,AR,Buenos Aires
2335,3331,Calle 3156,Piso 6 Dto C,Rafaela,1523,AR,Santa Fe
2336,3332,Calle 9081,,CABA,4738,AR,Buenos Aires
2337,3333,Calle 1892,,Rosario,6151,AR,Santa Fe
2338,3334,Calle 2386,,La Plata,1125,AR,Buenos Aires
